iter	Passed	Remaining
1672	10998	54741
1673	11004	54733
1674	11010	54723
1675	11016	54715
1676	11022	54704
1677	11028	54697
1678	11035	54693
1679	11042	54684
1680	11048	54677
1681	11054	54668
1682	11060	54659
1683	11067	54654
1684	11073	54643
1685	11079	54635
1686	11085	54624
1687	11091	54614
1688	11096	54604
1689	11102	54594
1690	11110	54591
1691	11116	54583
1692	11122	54574
1693	11128	54566
1694	11135	54560
1695	11141	54551
1696	11147	54542
1697	11153	54533
1698	11159	54523
1699	11165	54515
1700	11171	54506
1701	11178	54498
1702	11184	54490
1703	11190	54483
1704	11198	54479
1705	11204	54473
1706	11211	54466
1707	11218	54462
1708	11224	54455
1709	11231	54451
1710	11238	54444
1711	11244	54438
1712	11252	54434
1713	11258	54427
1714	11265	54422
1715	11272	54419
1716	11280	54416
1717	11287	54411
1718	11294	54408
1719	11301	54404
1720	11308	54400
1721	11315	54393
1722	11321	54387
1723	11328	54380
1724	11333	54370
1725	11339	54360
1726	11345	54351
1727	11352	54346
1728	11360	54343
1729	11366	54335
1730	11373	54329
1731	11379	54322
1732	11387	54320
1733	11394	54316
1734	11400	54308
1735	11407	54303
1736	11413	54294
1737	11419	54286
1738	11426	54278
1739	11432	54270
1740	11438	54262
1741	11445	54256
1742	11450	54245
1743	11457	54237
1744	11463	54230
1745	11470	54223
1746	11476	54216
1747	11482	54208
1748	11489	54202
1749	11496	54199
1750	11504	54196
1751	11511	54191
1752	11517	54184
1753	11524	54180
1754	11531	54173
1755	11537	54168
1756	11544	54162
1757	11552	54159
1758	11559	54156
1759	11565	54148
1760	11572	54145
1761	11579	54139
1762	11586	54133
1763	11592	54124
1764	11599	54118
1765	11605	54110
1766	11611	54099
1767	11617	54092
1768	11623	54084
1769	11629	54076
1770	11635	54064
1771	11641	54054
1772	11647	54044
1773	11654	54039
1774	11660	54032
1775	11666	54025
1776	11672	54015
1777	11678	54006
1778	11685	54001
1779	11691	53993
1780	11698	53988
1781	11705	53982
1782	11712	53977
1783	11719	53974
1784	11726	53967
1785	11732	53959
1786	11739	53953
1787	11745	53945
1788	11752	53942
1789	11760	53939
1790	11767	53934
1791	11773	53926
1792	11779	53918
1793	11786	53911
1794	11792	53902
1795	11797	53892
1796	11803	53882
1797	11810	53875
1798	11816	53867
1799	11822	53856
1800	11828	53849
1801	11834	53839
1802	11840	53830
1803	11846	53822
1804	11852	53811
1805	11858	53801
1806	11864	53792
1807	11870	53783
1808	11876	53775
1809	11882	53766
1810	11888	53758
1811	11894	53749
1812	11900	53741
1813	11906	53730
1814	11912	53723
1815	11919	53715
1816	11925	53706
1817	11931	53697
1818	11937	53690
1819	11944	53686
1820	11950	53676
1821	11956	53666
1822	11962	53656
1823	11968	53650
1824	11975	53644
1825	11982	53637
1826	11988	53629
1827	11993	53618
1828	12000	53611
1829	12007	53605
1830	12013	53598
1831	12020	53593
1832	12027	53587
1833	12033	53582
1834	12041	53578
1835	12047	53572
1836	12053	53563
1837	12059	53554
1838	12065	53545
1839	12072	53538
1840	12078	53531
1841	12085	53524
1842	12091	53517
1843	12097	53506
1844	12102	53495
1845	12109	53488
1846	12115	53481
1847	12122	53473
1848	12128	53466
1849	12134	53458
1850	12141	53454
1851	12148	53447
1852	12154	53439
1853	12160	53431
1854	12167	53424
1855	12174	53419
1856	12180	53411
1857	12187	53405
1858	12193	53399
1859	12200	53392
1860	12207	53387
1861	12213	53381
1862	12220	53374
1863	12226	53367
1864	12233	53361
1865	12240	53355
1866	12247	53350
1867	12254	53345
1868	12260	53340
1869	12267	53334
1870	12275	53332
1871	12282	53330
1872	12290	53329
1873	12297	53323
1874	12304	53320
1875	12311	53314
1876	12317	53305
1877	12323	53297
1878	12330	53294
1879	12337	53287
1880	12344	53280
1881	12351	53276
1882	12357	53267
1883	12364	53262
1884	12371	53259
1885	12378	53253
1886	12385	53251
1887	12392	53243
1888	12398	53237
1889	12404	53229
1890	12410	53220
1891	12417	53213
1892	12423	53203
1893	12429	53195
1894	12435	53187
1895	12441	53179
1896	12447	53169
1897	12453	53162
1898	12459	53151
1899	12466	53146
1900	12472	53138
1901	12478	53130
1902	12485	53122
1903	12491	53114
1904	12498	53110
1905	12504	53102
1906	12511	53095
1907	12517	53087
1908	12524	53082
1909	12531	53078
1910	12538	53074
1911	12545	53068
1912	12551	53060
1913	12557	53052
1914	12564	53047
1915	12570	53039
1916	12577	53032
1917	12584	53027
1918	12590	53020
1919	12597	53015
1920	12603	53006
1921	12609	52996
1922	12615	52988
1923	12621	52978
1924	12627	52971
1925	12633	52961
1926	12639	52953
1927	12645	52944
1928	12651	52934
1929	12657	52926
1930	12664	52922
1931	12670	52912
1932	12676	52903
1933	12682	52893
1934	12687	52882
1935	12694	52876
1936	12700	52865
1937	12706	52857
1938	12712	52850
1939	12719	52843
1940	12725	52835
1941	12732	52829
1942	12738	52821
1943	12744	52812
1944	12750	52804
1945	12756	52796
1946	12762	52788
1947	12768	52779
1948	12775	52772
1949	12782	52766
1950	12789	52763
1951	12796	52758
1952	12802	52750
1953	12808	52742
1954	12815	52736
1955	12822	52730
1956	12828	52723
1957	12834	52716
1958	12841	52710
1959	12848	52704
1960	12855	52699
1961	12861	52693
1962	12868	52686
1963	12874	52679
1964	12880	52670
1965	12887	52665
1966	12893	52657
1967	12901	52654
1968	12907	52646
1969	12913	52638
1970	12920	52633
1971	12927	52626
1972	12934	52622
1973	12940	52614
1974	12946	52604
1975	12953	52599
1976	12959	52592
1977	12966	52586
1978	12973	52580
1979	12980	52575
1980	12987	52573
1981	12994	52566
1982	13000	52559
1983	13006	52551
1984	13013	52546
1985	13021	52546
1986	13028	52541
1987	13035	52535
1988	13042	52529
1989	13048	52523
1990	13055	52516
1991	13061	52509
1992	13068	52502
1993	13075	52499
1994	13082	52492
1995	13088	52484
1996	13094	52475
1997	13100	52467
1998	13107	52461
1999	13113	52453
2000	13119	52444
2001	13125	52436
2002	13131	52429
2003	13138	52421
2004	13144	52412
2005	13151	52407
2006	13157	52401
2007	13163	52393
2008	13170	52385
2009	13175	52375
2010	13182	52371
2011	13188	52361
2012	13194	52353
2013	13200	52344
2014	13207	52336
2015	13214	52332
2016	13220	52325
2017	13227	52319
2018	13235	52320
2019	13243	52319
2020	13251	52317
2021	13258	52313
2022	13265	52307
2023	13272	52303
2024	13280	52302
2025	13287	52295
2026	13293	52290
2027	13301	52287
2028	13307	52280
2029	13314	52274
2030	13320	52266
2031	13326	52255
2032	13333	52250
2033	13340	52245
2034	13347	52240
2035	13353	52232
2036	13359	52224
2037	13365	52217
2038	13371	52208
2039	13378	52203
2040	13386	52201
2041	13393	52194
2042	13399	52187
2043	13406	52184
2044	13413	52178
2045	13419	52169
2046	13425	52160
2047	13431	52152
2048	13437	52143
2049	13444	52137
2050	13450	52128
2051	13457	52123
2052	13463	52116
2053	13469	52108
2054	13477	52104
2055	13483	52096
2056	13489	52089
2057	13495	52080
2058	13501	52072
2059	13508	52064
2060	13514	52057
2061	13521	52051
2062	13527	52045
2063	13534	52039
2064	13541	52033
2065	13547	52027
2066	13553	52017
2067	13559	52006
2068	13564	51996
2069	13571	51990
2070	13577	51983
2071	13583	51974
2072	13589	51964
2073	13595	51956
2074	13601	51948
2075	13608	51941
2076	13614	51933
2077	13620	51924
2078	13626	51917
2079	13633	51912
2080	13640	51906
2081	13647	51901
2082	13653	51894
2083	13659	51885
2084	13665	51877
2085	13671	51869
2086	13677	51860
2087	13684	51853
2088	13690	51844
2089	13696	51837
2090	13703	51832
2091	13709	51824
2092	13715	51816
2093	13722	51808
2094	13728	51800
2095	13735	51795
2096	13741	51787
2097	13747	51779
2098	13753	51771
2099	13759	51763
2100	13765	51754
2101	13772	51747
2102	13778	51741
2103	13785	51734
2104	13791	51727
2105	13798	51722
2106	13805	51715
2107	13811	51709
2108	13818	51702
2109	13824	51694
2110	13831	51688
2111	13837	51680
2112	13843	51673
2113	13851	51669
2114	13857	51663
2115	13864	51658
2116	13871	51651
2117	13877	51645
2118	13884	51637
2119	13890	51630
2120	13896	51622
2121	13902	51613
2122	13908	51605
2123	13914	51596
2124	13920	51586
2125	13926	51579
2126	13933	51573
2127	13939	51564
2128	13945	51556
2129	13951	51547
2130	13957	51538
2131	13963	51531
2132	13970	51526
2133	13976	51518
2134	13982	51509
2135	13988	51501
2136	13996	51497
2137	14002	51491
2138	14008	51483
2139	14014	51474
2140	14021	51467
2141	14027	51461
2142	14034	51455
2143	14040	51447
2144	14047	51442
2145	14054	51435
2146	14060	51427
2147	14066	51418
2148	14072	51409
2149	14077	51401
2150	14083	51392
2151	14091	51388
2152	14097	51381
2153	14104	51374
2154	14110	51368
2155	14116	51359
2156	14123	51354
2157	14129	51346
2158	14135	51338
2159	14141	51328
2160	14147	51320
2161	14154	51313
2162	14160	51305
2163	14166	51298
2164	14172	51290
2165	14179	51283
2166	14186	51278
2167	14192	51270
2168	14198	51262
2169	14204	51254
2170	14210	51247
2171	14217	51240
2172	14223	51233
2173	14231	51229
2174	14238	51226
2175	14245	51220
2176	14252	51216
2177	14259	51210
2178	14266	51206
2179	14272	51198
2180	14278	51190
2181	14285	51184
2182	14292	51178
2183	14298	51171
2184	14304	51163
2185	14311	51157
2186	14318	51151
2187	14324	51143
2188	14330	51137
2189	14337	51131
2190	14343	51123
2191	14350	51118
2192	14356	51109
2193	14362	51100
2194	14369	51094
2195	14376	51089
2196	14383	51085
2197	14390	51079
2198	14396	51073
2199	14403	51067
2200	14409	51058
2201	14416	51052
2202	14422	51045
2203	14428	51038
2204	14435	51030
2205	14441	51023
2206	14448	51017
2207	14455	51012
2208	14461	51004
2209	14467	50996
2210	14472	50985
2211	14479	50977
2212	14485	50970
2213	14491	50961
2214	14497	50955
2215	14505	50951
2216	14512	50948
2217	14519	50942
2218	14525	50934
2219	14531	50926
2220	14538	50920
2221	14544	50913
2222	14552	50910
2223	14558	50904
2224	14565	50897
2225	14571	50888
2226	14577	50881
2227	14584	50874
2228	14590	50866
2229	14596	50858
2230	14602	50850
2231	14609	50845
2232	14615	50837
2233	14622	50832
2234	14633	50840
2235	14643	50847
2236	14651	50846
2237	14658	50839
2238	14664	50829
2239	14670	50823
2240	14676	50815
2241	14682	50806
2242	14689	50799
2243	14695	50792
2244	14701	50784
2245	14708	50778
2246	14714	50770
2247	14720	50761
2248	14727	50755
2249	14733	50748
2250	14739	50741
2251	14745	50732
2252	14751	50724
2253	14758	50717
2254	14765	50713
2255	14771	50706
2256	14778	50700
2257	14785	50695
2258	14791	50687
2259	14797	50679
2260	14805	50676
2261	14811	50669
2262	14817	50660
2263	14823	50652
2264	14830	50645
2265	14836	50639
2266	14843	50632
2267	14849	50624
2268	14855	50617
2269	14862	50610
2270	14869	50605
2271	14875	50598
2272	14883	50595
2273	14889	50587
2274	14895	50578
2275	14902	50573
2276	14909	50568
2277	14915	50560
2278	14922	50554
2279	14928	50547
2280	14935	50542
2281	14941	50534
2282	14948	50527
2283	14953	50518
2284	14960	50511
2285	14966	50504
2286	14972	50495
2287	14979	50489
2288	14986	50485
2289	14992	50478
2290	14999	50470
2291	15005	50463
2292	15011	50454
2293	15017	50445
2294	15023	50439
2295	15030	50433
2296	15037	50428
2297	15044	50422
2298	15050	50415
2299	15056	50407
2300	15062	50399
2301	15069	50394
2302	15076	50387
2303	15082	50380
2304	15088	50372
2305	15095	50367
2306	15102	50360
2307	15108	50353
2308	15114	50344
2309	15120	50337
2310	15128	50334
2311	15135	50330
2312	15141	50321
2313	15147	50312
2314	15152	50302
2315	15159	50294
2316	15165	50286
2317	15171	50278
2318	15177	50271
2319	15184	50265
2320	15190	50257
2321	15197	50251
2322	15204	50246
2323	15211	50241
2324	15217	50234
2325	15224	50227
2326	15230	50221
2327	15237	50215
2328	15244	50209
2329	15251	50205
2330	15257	50196
2331	15263	50188
2332	15269	50181
2333	15275	50172
2334	15282	50165
2335	15290	50164
2336	15296	50156
2337	15301	50146
2338	15308	50139
2339	15314	50131
2340	15320	50124
2341	15327	50117
2342	15332	50108
2343	15339	50101
2344	15344	50091
2345	15351	50084
2346	15357	50078
2347	15364	50072
2348	15371	50065
2349	15378	50062
2350	15384	50054
2351	15390	50046
2352	15396	50038
2353	15403	50030
2354	15409	50022
2355	15414	50013
2356	15421	50007
2357	15427	49998
2358	15433	49990
2359	15440	49983
2360	15446	49976
2361	15453	49973
2362	15460	49966
2363	15466	49957
2364	15472	49948
2365	15479	49946
2366	15487	49943
2367	15494	49937
2368	15500	49930
2369	15507	49923
2370	15514	49918
2371	15521	49913
2372	15527	49905
2373	15533	49898
2374	15539	49890
2375	15546	49883
2376	15552	49875
2377	15558	49867
2378	15564	49858
2379	15570	49851
2380	15577	49845
2381	15583	49838
2382	15590	49832
2383	15596	49823
2384	15601	49814
2385	15607	49805
2386	15613	49797
2387	15619	49789
2388	15626	49782
2389	15632	49773
2390	15638	49767
2391	15644	49760
2392	15651	49754
2393	15657	49745
2394	15663	49737
2395	15670	49731
2396	15676	49722
2397	15682	49714
2398	15688	49706
2399	15694	49698
2400	15700	49690
2401	15706	49681
2402	15712	49673
2403	15718	49665
2404	15724	49658
2405	15730	49649
2406	15736	49640
2407	15742	49633
2408	15749	49628
2409	15755	49620
2410	15761	49610
2411	15766	49601
2412	15772	49593
2413	15779	49585
2414	15786	49582
2415	15792	49573
2416	15798	49566
2417	15805	49559
2418	15811	49551
2419	15817	49544
2420	15824	49538
2421	15830	49530
2422	15836	49522
2423	15843	49516
2424	15849	49509
2425	15855	49501
2426	15861	49494
2427	15867	49486
2428	15874	49478
2429	15881	49473
2430	15887	49465
2431	15892	49455
2432	15899	49448
2433	15905	49441
2434	15912	49436
2435	15919	49431
2436	15926	49426
2437	15932	49418
2438	15938	49410
2439	15944	49402
2440	15950	49394
2441	15957	49388
2442	15964	49383
2443	15970	49376
2444	15977	49368
2445	15983	49360
2446	15989	49352
2447	15995	49344
2448	16002	49339
2449	16009	49335
2450	16015	49326
2451	16021	49318
2452	16027	49310
2453	16034	49304
2454	16040	49298
2455	16048	49295
2456	16055	49289
2457	16061	49282
2458	16067	49274
2459	16074	49267
2460	16080	49260
2461	16086	49252
2462	16092	49244
2463	16099	49239
2464	16105	49230
2465	16111	49222
2466	16117	49213
2467	16123	49205
2468	16129	49197
2469	16135	49189
2470	16141	49181
2471	16147	49173
2472	16153	49164
2473	16159	49157
2474	16166	49151
2475	16172	49145
2476	16178	49137
2477	16185	49131
2478	16192	49126
2479	16199	49121
2480	16207	49119
2481	16214	49112
2482	16220	49106
2483	16227	49099
2484	16235	49097
2485	16241	49091
2486	16247	49083
2487	16254	49077
2488	16260	49069
2489	16267	49064
2490	16273	49056
2491	16280	49050
2492	16286	49041
2493	16292	49032
2494	16298	49025
2495	16304	49017
2496	16310	49010
2497	16317	49004
2498	16324	48998
2499	16331	48993
2500	16337	48985
2501	16344	48980
2502	16350	48973
2503	16357	48967
2504	16363	48959
2505	16370	48956
2506	16377	48950
2507	16384	48944
2508	16391	48938
2509	16398	48933
2510	16404	48925
2511	16410	48917
2512	16416	48910
2513	16422	48900
2514	16428	48893
2515	16434	48886
2516	16441	48880
2517	16448	48874
2518	16455	48868
2519	16461	48863
2520	16468	48856
2521	16474	48849
2522	16482	48845
2523	16489	48840
2524	16495	48832
2525	16501	48824
2526	16507	48816
2527	16512	48807
2528	16518	48799
2529	16525	48793
2530	16532	48786
2531	16538	48779
2532	16544	48771
2533	16550	48764
2534	16557	48757
2535	16563	48749
2536	16569	48741
2537	16575	48733
2538	16581	48725
2539	16588	48719
2540	16594	48712
2541	16600	48705
2542	16607	48698
2543	16613	48689
2544	16618	48681
2545	16625	48675
2546	16632	48669
2547	16638	48660
2548	16644	48654
2549	16651	48648
2550	16658	48642
2551	16664	48634
2552	16670	48626
2553	16676	48619
2554	16682	48611
2555	16689	48606
2556	16695	48597
2557	16701	48589
2558	16707	48580
2559	16712	48572
2560	16718	48563
2561	16725	48557
2562	16731	48550
2563	16737	48541
2564	16743	48533
2565	16749	48524
2566	16756	48519
2567	16763	48513
2568	16770	48508
2569	16776	48502
2570	16783	48495
2571	16790	48490
2572	16796	48483
2573	16803	48478
2574	16810	48472
2575	16817	48468
2576	16824	48462
2577	16830	48455
2578	16838	48452
2579	16845	48447
2580	16853	48445
2581	16861	48441
2582	16867	48435
2583	16873	48427
2584	16880	48420
2585	16886	48413
2586	16892	48404
2587	16898	48398
2588	16904	48389
2589	16910	48382
2590	16917	48376
2591	16924	48369
2592	16929	48361
2593	16935	48351
2594	16942	48346
2595	16949	48341
2596	16956	48335
2597	16962	48327
2598	16968	48319
2599	16973	48310
2600	16979	48301
2601	16986	48296
2602	16992	48288
2603	16999	48281
2604	17005	48274
2605	17011	48266
2606	17017	48258
2607	17023	48249
2608	17029	48242
2609	17035	48233
2610	17041	48226
2611	17047	48218
2612	17053	48210
2613	17059	48202
2614	17066	48197
2615	17072	48190
2616	17079	48184
2617	17085	48176
2618	17091	48169
2619	17098	48163
2620	17104	48154
2621	17110	48146
2622	17116	48139
2623	17122	48131
2624	17128	48123
2625	17134	48113
2626	17140	48106
2627	17147	48100
2628	17152	48092
2629	17159	48086
2630	17166	48079
2631	17172	48073
2632	17179	48067
2633	17188	48067
2634	17196	48064
2635	17202	48058
2636	17209	48053
2637	17216	48046
2638	17223	48041
2639	17230	48035
2640	17236	48028
2641	17243	48022
2642	17249	48015
2643	17255	48007
2644	17262	48000
2645	17268	47993
2646	17275	47989
2647	17281	47981
2648	17287	47973
2649	17293	47965
2650	17299	47958
2651	17306	47951
2652	17312	47943
2653	17318	47934
2654	17324	47928
2655	17331	47922
2656	17337	47914
2657	17343	47905
2658	17348	47896
2659	17354	47889
2660	17361	47881
2661	17367	47875
2662	17374	47870
2663	17380	47862
2664	17387	47855
2665	17393	47848
2666	17400	47841
2667	17406	47834
2668	17412	47826
2669	17418	47819
2670	17424	47812
2671	17432	47808
2672	17439	47803
2673	17445	47795
2674	17451	47788
2675	17458	47781
2676	17464	47775
2677	17471	47768
2678	17477	47761
2679	17483	47752
2680	17488	47744
2681	17495	47738
2682	17502	47732
2683	17508	47724
2684	17514	47717
2685	17521	47711
2686	17527	47702
2687	17534	47697
2688	17540	47691
2689	17547	47683
2690	17553	47677
2691	17559	47670
2692	17566	47664
2693	17573	47658
2694	17579	47651
2695	17586	47644
2696	17592	47636
2697	17598	47629
2698	17604	47621
2699	17610	47613
2700	17616	47604
2701	17621	47596
2702	17628	47588
2703	17635	47584
2704	17641	47576
2705	17647	47567
2706	17652	47558
2707	17658	47550
2708	17664	47542
2709	17670	47535
2710	17677	47528
2711	17682	47519
2712	17688	47511
2713	17694	47503
2714	17701	47497
2715	17707	47489
2716	17713	47480
2717	17719	47472
2718	17725	47464
2719	17731	47458
2720	17737	47450
2721	17744	47443
2722	17750	47435
2723	17756	47428
2724	17762	47422
2725	17769	47416
2726	17775	47408
2727	17782	47401
2728	17788	47394
2729	17795	47388
2730	17801	47381
2731	17807	47372
2732	17812	47364
2733	17819	47357
2734	17825	47350
2735	17831	47342
2736	17837	47335
2737	17844	47327
2738	17849	47319
2739	17856	47312
2740	17862	47305
2741	17868	47297
2742	17874	47290
2743	17880	47281
2744	17886	47273
2745	17893	47267
2746	17898	47258
2747	17905	47251
2748	17911	47243
2749	17917	47236
2750	17923	47229
2751	17929	47222
2752	17936	47216
2753	17942	47209
2754	17949	47202
2755	17955	47195
2756	17961	47187
2757	17967	47179
2758	17973	47170
2759	17979	47162
2760	17985	47155
2761	17991	47148
2762	17998	47141
2763	18004	47134
2764	18010	47126
2765	18016	47118
2766	18022	47112
2767	18029	47104
2768	18035	47098
2769	18042	47092
2770	18048	47085
2771	18055	47079
2772	18061	47072
2773	18067	47064
2774	18074	47059
2775	18082	47054
2776	18088	47049
2777	18095	47043
2778	18101	47035
2779	18108	47029
2780	18114	47022
2781	18120	47014
2782	18126	47007
2783	18132	46999
2784	18138	46991
2785	18145	46984
2786	18152	46979
2787	18159	46974
2788	18166	46969
2789	18173	46963
2790	18179	46956
2791	18186	46951
2792	18193	46945
2793	18199	46939
2794	18206	46932
2795	18212	46925
2796	18219	46919
2797	18224	46910
2798	18230	46902
2799	18236	46893
2800	18243	46888
2801	18251	46885
2802	18258	46880
2803	18265	46874
2804	18271	46866
2805	18277	46860
2806	18284	46853
2807	18290	46846
2808	18296	46839
2809	18302	46832
2810	18309	46826
2811	18316	46819
2812	18322	46811
2813	18328	46805
2814	18335	46799
2815	18341	46791
2816	18348	46786
2817	18354	46779
2818	18360	46771
2819	18367	46766
2820	18374	46760
2821	18381	46754
2822	18387	46746
2823	18393	46738
2824	18399	46731
2825	18405	46722
2826	18412	46717
2827	18418	46709
2828	18423	46701
2829	18430	46694
2830	18435	46685
2831	18442	46680
2832	18449	46673
2833	18455	46666
2834	18462	46660
2835	18469	46655
2836	18475	46648
2837	18481	46640
2838	18487	46633
2839	18493	46625
2840	18499	46616
2841	18505	46608
2842	18511	46602
2843	18517	46594
2844	18523	46586
2845	18529	46578
2846	18536	46571
2847	18542	46564
2848	18548	46556
2849	18554	46549
2850	18560	46542
2851	18567	46534
2852	18573	46528
2853	18579	46520
2854	18585	46513
2855	18591	46505
2856	18597	46497
2857	18604	46491
2858	18610	46484
2859	18616	46476
2860	18623	46470
2861	18629	46463
2862	18635	46456
2863	18642	46451
2864	18648	46442
2865	18654	46434
2866	18660	46425
2867	18666	46418
2868	18672	46411
2869	18678	46403
2870	18684	46394
2871	18689	46386
2872	18695	46378
2873	18702	46371
2874	18708	46364
2875	18714	46357
2876	18720	46349
2877	18726	46341
2878	18732	46332
2879	18738	46324
2880	18744	46317
2881	18750	46310
2882	18756	46301
2883	18761	46293
2884	18768	46287
2885	18775	46280
2886	18781	46273
2887	18787	46265
2888	18793	46258
2889	18799	46250
2890	18805	46243
2891	18812	46236
2892	18818	46228
2893	18824	46221
2894	18830	46213
2895	18836	46207
2896	18842	46199
2897	18848	46192
2898	18854	46184
2899	18860	46176
2900	18867	46170
2901	18874	46165
2902	18880	46158
2903	18886	46149
2904	18892	46142
2905	18898	46134
2906	18904	46125
2907	18910	46117
2908	18916	46110
2909	18923	46104
2910	18929	46098
2911	18936	46092
2912	18942	46084
2913	18949	46079
2914	18955	46071
2915	18961	46063
2916	18967	46057
2917	18973	46049
2918	18979	46042
2919	18986	46036
2920	18992	46028
2921	18999	46021
2922	19004	46013
2923	19011	46007
2924	19017	46000
2925	19025	45995
2926	19031	45990
2927	19038	45984
2928	19045	45977
2929	19051	45969
2930	19057	45963
2931	19063	45956
2932	19070	45949
2933	19076	45942
2934	19082	45934
2935	19089	45928
2936	19096	45923
2937	19102	45916
2938	19108	45909
2939	19115	45902
2940	19121	45894
2941	19127	45888
2942	19134	45881
2943	19140	45874
2944	19146	45868
2945	19153	45860
2946	19160	45855
2947	19167	45850
2948	19174	45845
2949	19181	45840
2950	19188	45835
2951	19195	45831
2952	19201	45822
2953	19207	45814
2954	19213	45806
2955	19219	45799
2956	19225	45792
2957	19232	45785
2958	19238	45777
2959	19244	45769
2960	19250	45763
2961	19257	45757
2962	19263	45750
2963	19269	45742
2964	19276	45735
2965	19281	45727
2966	19288	45720
2967	19294	45713
2968	19299	45704
2969	19306	45697
2970	19311	45689
2971	19318	45682
2972	19324	45675
2973	19330	45667
2974	19336	45660
2975	19343	45653
2976	19349	45645
2977	19355	45639
2978	19362	45633
2979	19369	45627
2980	19375	45621
2981	19382	45614
2982	19389	45609
2983	19395	45602
2984	19401	45594
2985	19407	45587
2986	19413	45580
2987	19420	45573
2988	19426	45567
2989	19433	45562
2990	19440	45556
2991	19446	45548
2992	19453	45542
2993	19458	45533
2994	19464	45525
2995	19471	45519
2996	19477	45511
2997	19483	45505
2998	19490	45498
2999	19495	45490
3000	19502	45483
3001	19507	45475
3002	19513	45466
3003	19519	45459
3004	19525	45450
3005	19531	45443
3006	19537	45435
3007	19543	45428
3008	19550	45421
3009	19555	45413
3010	19561	45404
3011	19567	45398
3012	19573	45390
3013	19580	45384
3014	19586	45377
3015	19593	45371
3016	19599	45364
3017	19605	45355
3018	19611	45349
3019	19617	45342
3020	19623	45334
3021	19629	45326
3022	19635	45317
3023	19641	45309
3024	19647	45303
3025	19653	45295
3026	19659	45287
3027	19665	45281
3028	19672	45274
3029	19678	45267
3030	19684	45259
3031	19690	45251
3032	19696	45244
3033	19702	45237
3034	19709	45230
3035	19715	45224
3036	19722	45218
3037	19728	45210
3038	19734	45202
3039	19740	45196
3040	19747	45190
3041	19753	45182
3042	19759	45175
3043	19765	45167
3044	19772	45161
3045	19779	45156
3046	19785	45148
3047	19791	45141
3048	19797	45133
3049	19803	45126
3050	19810	45120
3051	19816	45113
3052	19822	45105
3053	19828	45097
3054	19834	45091
3055	19841	45084
3056	19847	45076
3057	19853	45069
3058	19859	45061
3059	19865	45054
3060	19872	45048
3061	19878	45040
3062	19883	45032
3063	19890	45025
3064	19896	45017
3065	19903	45012
3066	19910	45008
3067	19917	45002
3068	19923	44995
3069	19930	44989
3070	19936	44982
3071	19943	44976
3072	19950	44970
3073	19956	44963
3074	19962	44957
3075	19968	44948
3076	19976	44944
3077	19983	44939
3078	19989	44932
3079	19995	44925
3080	20002	44919
3081	20008	44912
3082	20014	44905
3083	20020	44897
3084	20027	44891
3085	20034	44885
3086	20041	44880
3087	20047	44873
3088	20053	44866
3089	20059	44858
3090	20065	44851
3091	20072	44844
3092	20078	44836
3093	20084	44829
3094	20090	44823
3095	20097	44816
3096	20104	44811
3097	20110	44804
3098	20116	44796
3099	20123	44790
3100	20129	44783
3101	20136	44778
3102	20143	44772
3103	20150	44767
3104	20156	44760
3105	20163	44754
3106	20169	44747
3107	20176	44741
3108	20182	44734
3109	20188	44727
3110	20194	44719
3111	20201	44713
3112	20207	44705
3113	20213	44698
3114	20220	44691
3115	20226	44684
3116	20232	44677
3117	20238	44670
3118	20245	44664
3119	20251	44658
3120	20258	44651
3121	20264	44644
3122	20270	44636
3123	20276	44628
3124	20282	44621
3125	20288	44613
3126	20294	44606
3127	20300	44599
3128	20307	44592
3129	20313	44585
3130	20318	44577
3131	20324	44569
3132	20331	44563
3133	20337	44556
3134	20344	44549
3135	20350	44543
3136	20356	44535
3137	20363	44530
3138	20370	44524
3139	20376	44516
3140	20382	44509
3141	20388	44502
3142	20394	44495
3143	20401	44488
3144	20407	44480
3145	20413	44474
3146	20420	44468
3147	20427	44462
3148	20433	44456
3149	20440	44448
3150	20445	44440
3151	20451	44433
3152	20458	44426
3153	20463	44418
3154	20469	44410
3155	20475	44402
3156	20481	44393
3157	20487	44386
3158	20493	44379
3159	20499	44372
3160	20505	44365
3161	20512	44358
3162	20517	44350
3163	20524	44344
3164	20530	44337
3165	20537	44330
3166	20543	44323
3167	20549	44316
3168	20555	44309
3169	20562	44302
3170	20567	44294
3171	20574	44288
3172	20580	44280
3173	20586	44273
3174	20593	44267
3175	20598	44258
3176	20604	44251
3177	20610	44243
3178	20616	44236
3179	20622	44229
3180	20628	44220
3181	20635	44214
3182	20640	44206
3183	20646	44198
3184	20652	44191
3185	20658	44183
3186	20665	44176
3187	20671	44169
3188	20677	44161
3189	20682	44153
3190	20688	44146
3191	20695	44139
3192	20701	44132
3193	20707	44124
3194	20713	44116
3195	20719	44109
3196	20725	44102
3197	20731	44094
3198	20737	44086
3199	20743	44079
3200	20750	44073
3201	20755	44065
3202	20761	44058
3203	20767	44050
3204	20774	44043
3205	20780	44036
3206	20786	44029
3207	20792	44021
3208	20798	44015
3209	20805	44008
3210	20811	44001
3211	20818	43995
3212	20824	43988
3213	20830	43981
3214	20836	43974
3215	20842	43965
3216	20848	43959
3217	20855	43952
3218	20861	43945
3219	20867	43937
3220	20873	43930
3221	20879	43923
3222	20886	43917
3223	20893	43912
3224	20899	43905
3225	20905	43898
