iter	Logloss
147	0.6407667796
148	0.6405407237
149	0.6403300775
150	0.640129246
151	0.639944583
152	0.6397606782
153	0.639558472
154	0.6393455553
155	0.6391638129
156	0.6389632768
157	0.6387850226
158	0.638619625
159	0.6384270697
160	0.6382474304
161	0.6380651926
162	0.6378745868
163	0.6377203261
164	0.6375475263
165	0.6373449786
166	0.637184188
167	0.6370359342
168	0.6368786406
169	0.6367036194
170	0.6365407578
171	0.6363634296
172	0.6362127278
173	0.6360357767
174	0.6358760444
175	0.6357404341
176	0.635562639
177	0.6353965326
178	0.6352489856
179	0.6350940621
180	0.6349208357
181	0.6347819344
182	0.6346295186
183	0.6345107211
184	0.6343554324
185	0.634201784
186	0.6340598505
187	0.6339368287
188	0.6337706295
189	0.6335913176
190	0.6334402709
191	0.6333088592
192	0.6331403263
193	0.6329782818
194	0.6328011162
195	0.6326636546
196	0.6324965369
197	0.6323574184
198	0.6321941795
199	0.6320628816
200	0.6319140662
201	0.6317839641
202	0.6316318009
203	0.631503138
204	0.6313635219
205	0.6312211011
206	0.6310602357
207	0.6309182409
208	0.6307817769
209	0.6306399338
210	0.6304878037
211	0.6303448186
212	0.6302385544
213	0.6301010983
214	0.6299624465
215	0.6298379349
216	0.6297007961
217	0.6295644195
218	0.6294091434
219	0.6293141216
220	0.6291969111
221	0.6290711466
222	0.6289456558
223	0.6288335464
224	0.6287266204
225	0.6285915781
226	0.6284608568
227	0.6283208647
228	0.6281856182
229	0.6280810448
230	0.6279505769
231	0.6278301498
232	0.6277408492
233	0.6276371924
234	0.6275031238
235	0.6274099633
236	0.6272781186
237	0.6271409025
238	0.6269990152
239	0.6268568005
240	0.6267249908
241	0.6265873672
242	0.6264948135
243	0.6263828988
244	0.6262696549
245	0.6261476886
246	0.6260344071
247	0.6259216481
248	0.6257862842
249	0.6256545692
250	0.6255234189
251	0.6254193641
252	0.6253211026
253	0.6252076985
254	0.6250957062
255	0.6249727355
256	0.6248565659
257	0.6247414303
258	0.6246361523
259	0.6245344064
260	0.6244274291
261	0.6243129168
262	0.6242008183
263	0.6240989892
264	0.6239916199
265	0.6238746901
266	0.6237828408
267	0.6236975034
268	0.6236077498
269	0.6235162723
270	0.6233944646
271	0.6232771789
272	0.6231653215
273	0.623083466
274	0.6229913952
275	0.6228824388
276	0.6227830058
277	0.6226886328
278	0.6225901448
279	0.6224882009
280	0.6223878992
281	0.6222785363
282	0.6221723718
283	0.6220656718
284	0.621990477
285	0.6219101326
286	0.6218053106
287	0.6217040568
288	0.6216104856
289	0.6215039167
290	0.6214218463
291	0.6213344426
292	0.621239203
293	0.6211446989
294	0.6210668883
295	0.6209720445
296	0.6208774397
297	0.620787494
298	0.6206808211
299	0.6205840188
300	0.6204856489
301	0.6203945324
302	0.6202963865
303	0.6202132081
304	0.6201422287
305	0.6200653632
306	0.6199678818
307	0.6198851263
308	0.6197964852
309	0.6196908165
310	0.6196096458
311	0.6195301122
312	0.6194533741
313	0.6193866441
314	0.6193170175
315	0.6192187073
316	0.6191447913
317	0.6190503198
318	0.6189748267
319	0.6188912508
320	0.6188062454
321	0.6187127961
322	0.618633367
323	0.6185577774
324	0.618468582
325	0.6183880218
326	0.6183122403
327	0.6182339349
328	0.6181413674
329	0.6180481531
330	0.617963671
331	0.6178743687
332	0.6178034814
333	0.6177172683
334	0.6176516413
335	0.6175844843
336	0.6174883847
337	0.6174139645
338	0.6173354564
339	0.617272591
340	0.6172056952
341	0.6171274743
342	0.6170557153
343	0.616963268
344	0.616904058
345	0.6168359558
346	0.616762989
347	0.6167007479
348	0.6166249091
349	0.6165385162
350	0.6164590393
351	0.6163827878
352	0.6163008625
353	0.6162302395
354	0.6161638182
355	0.6160938756
356	0.6160258016
357	0.6159755945
358	0.6159099387
359	0.6158555921
360	0.6157796713
361	0.6157118413
362	0.615651263
363	0.6155684474
364	0.615483807
365	0.615419895
366	0.6153473083
367	0.6152652912
368	0.6152206789
369	0.615166783
370	0.6151047803
371	0.6150425551
372	0.6149711058
373	0.6148943905
374	0.6148223036
375	0.6147661287
376	0.6147025745
377	0.6146285696
378	0.6145616543
379	0.6145023155
380	0.6144373521
381	0.6143724754
382	0.6143119214
383	0.6142517701
384	0.6141903889
385	0.6141344616
386	0.6140745987
387	0.6140044939
388	0.6139460403
389	0.6138869484
390	0.6138306891
391	0.6137680048
392	0.6137045703
393	0.6136428232
394	0.6135891196
395	0.6135247568
396	0.6134667041
397	0.6134062493
398	0.6133373099
399	0.6132769614
400	0.6132200239
401	0.6131647091
402	0.6131052008
403	0.6130332965
404	0.6129784873
405	0.6129200892
406	0.6128705463
407	0.6128080645
408	0.6127479041
409	0.6126941219
410	0.6126280173
411	0.6125632172
412	0.61249388
413	0.6124259529
414	0.6123592182
415	0.6122964455
416	0.6122284166
417	0.612164893
418	0.6121066029
419	0.6120575355
420	0.6119974139
421	0.6119308951
422	0.6118717041
423	0.6118211246
424	0.6117685573
425	0.6117123232
426	0.6116503161
427	0.6115916698
428	0.6115417321
429	0.6114868743
430	0.6114271677
431	0.611367518
432	0.6113295491
433	0.611267886
434	0.6112170304
435	0.6111505284
436	0.6110973919
437	0.6110307032
438	0.6109725547
439	0.610910815
440	0.6108420619
441	0.610779584
442	0.6107344882
443	0.6106868167
444	0.6106433403
445	0.6105833989
446	0.6105288423
447	0.6104773367
448	0.6104166917
449	0.610376537
450	0.6103101746
451	0.6102529207
452	0.6102123538
453	0.6101681403
454	0.6101175546
455	0.6100640098
456	0.6100138935
457	0.6099648566
458	0.6099050278
459	0.6098599379
460	0.6098127774
461	0.6097576871
462	0.609702841
463	0.6096444553
464	0.6095915443
465	0.6095422697
466	0.6094958209
467	0.6094488977
468	0.6093949656
469	0.6093391498
470	0.6092842473
471	0.6092427743
472	0.6091820602
473	0.6091320815
474	0.609095553
475	0.6090536138
476	0.608999957
477	0.608955259
478	0.6089031296
479	0.6088492046
480	0.6088055733
481	0.6087600774
482	0.608727583
483	0.6086774073
484	0.6086348416
485	0.6085985733
486	0.6085520493
487	0.6084973701
488	0.6084441787
489	0.6084021812
490	0.6083437271
491	0.6082907857
492	0.6082531328
493	0.6081998755
494	0.6081616164
495	0.6081123557
496	0.6080714584
497	0.608016772
498	0.6079695646
499	0.6079327904
500	0.6078947087
501	0.6078650745
502	0.6078208862
503	0.6077773595
504	0.6077137392
505	0.6076725647
506	0.607630324
507	0.6076016139
508	0.6075594145
509	0.6075175718
510	0.6074795636
511	0.607426365
512	0.6073793991
513	0.607336257
514	0.6072942438
515	0.6072479141
516	0.6071851212
517	0.6071477206
518	0.6071098367
519	0.6070622481
520	0.6070181492
521	0.6069792965
522	0.6069343975
523	0.6068905408
524	0.6068473923
525	0.606802244
526	0.6067668055
527	0.6067358009
528	0.6066982143
529	0.6066609143
530	0.6066244667
531	0.6065960558
532	0.6065634946
533	0.6065205208
534	0.6064772914
535	0.6064288211
536	0.6063842597
537	0.6063517325
538	0.6063121971
539	0.6062640316
540	0.6062401542
541	0.6061904311
542	0.6061503642
543	0.6061178021
544	0.6060796067
545	0.6060355788
546	0.6059996867
547	0.6059600143
548	0.6059191899
549	0.6058742468
550	0.6058264256
551	0.6057948232
552	0.6057457209
553	0.6057000615
554	0.6056663991
555	0.605627842
556	0.605593924
557	0.6055540898
558	0.6055092923
559	0.6054715736
560	0.6054287596
561	0.6053887107
562	0.6053524986
563	0.6053213344
564	0.6052761035
565	0.6052402615
566	0.6052044524
567	0.6051641133
568	0.6051244565
569	0.605083343
570	0.605056863
571	0.6050286335
572	0.6049918205
573	0.604945154
574	0.6049085187
575	0.6048728325
576	0.6048408061
577	0.6048122737
578	0.6047684179
579	0.6047324882
580	0.6047054629
581	0.6046733835
582	0.6046417967
583	0.6046075279
584	0.6045761731
585	0.6045507047
586	0.6045133627
587	0.6044843912
588	0.6044535221
589	0.6044267288
590	0.6043896473
591	0.6043482532
592	0.604307448
593	0.6042781492
594	0.6042440095
595	0.6042069971
596	0.6041753045
597	0.604141292
598	0.6041112021
599	0.6040907923
600	0.6040621669
601	0.6040259106
602	0.6039905461
603	0.6039553637
604	0.6039120308
605	0.6038830202
606	0.6038581286
607	0.6038288565
608	0.6038033393
609	0.6037670377
610	0.6037307965
611	0.6037076839
612	0.6036727496
613	0.6036491775
614	0.6036194288
615	0.6035965208
616	0.6035658134
617	0.6035333275
618	0.603503947
619	0.6034699946
620	0.6034389005
621	0.6034009417
622	0.6033652943
623	0.6033384452
624	0.6033129216
625	0.603283907
626	0.6032531331
627	0.6032231859
628	0.6031917986
629	0.6031616218
630	0.6031351491
631	0.60310142
632	0.603070353
633	0.6030356097
634	0.603011292
635	0.6029754228
636	0.6029460949
637	0.6029159416
638	0.6028835348
639	0.6028326226
640	0.6028075342
641	0.6027842602
642	0.6027589366
643	0.6027305732
644	0.6027018926
645	0.6026794958
646	0.6026563163
647	0.6026265211
648	0.6025881973
649	0.6025622422
650	0.6025213258
651	0.6024942828
652	0.6024598518
653	0.6024451987
654	0.6024177743
655	0.6023931339
656	0.6023526799
657	0.602318736
658	0.6022943803
659	0.6022596225
660	0.6022375175
661	0.6022037183
662	0.6021712737
663	0.6021337432
664	0.6021094792
665	0.6020817646
666	0.6020423873
667	0.6020113702
668	0.6019761638
669	0.6019470275
670	0.6019193065
671	0.601888318
672	0.6018542333
673	0.6018271656
674	0.6017952
675	0.6017739428
676	0.6017439756
677	0.6017208066
678	0.6016886277
679	0.6016536751
680	0.6016225799
681	0.601595602
682	0.6015748309
683	0.6015547531
684	0.6015224194
685	0.6014899277
686	0.6014652334
687	0.6014380127
688	0.6014136878
689	0.6013798154
690	0.6013545184
691	0.6013267218
692	0.601298006
693	0.6012727637
694	0.6012459553
695	0.6012132513
696	0.6011860559
697	0.6011567118
698	0.6011199123
699	0.60107316
700	0.6010362997
701	0.6010052362
702	0.600970262
703	0.6009375679
704	0.6009083232
705	0.6008886697
706	0.600861086
707	0.600833363
708	0.6008031869
709	0.6007740657
710	0.600744916
711	0.6007238647
712	0.6007025973
713	0.6006722834
714	0.6006412552
715	0.6006208244
716	0.6006005686
717	0.6005793179
718	0.6005508332
719	0.6005270759
720	0.6005124691
721	0.600496436
722	0.6004691856
723	0.6004449873
724	0.6004190474
725	0.6003888912
726	0.6003633911
727	0.600332948
728	0.6003024798
729	0.6002674333
730	0.6002439889
731	0.6002168838
732	0.6001965619
733	0.6001794478
734	0.6001614547
735	0.600141812
736	0.6001128089
737	0.6000835238
738	0.6000581237
739	0.6000375837
740	0.6000037107
741	0.5999783815
742	0.5999417359
743	0.5999152572
744	0.5998839308
745	0.5998590579
746	0.5998311477
747	0.5998058731
748	0.5997688527
749	0.5997463518
750	0.599723149
751	0.59969243
752	0.5996744413
753	0.5996389341
754	0.599613536
755	0.5995857047
756	0.5995557158
757	0.599532774
758	0.5995031316
759	0.5994734968
760	0.5994546069
761	0.5994233579
762	0.5993978828
763	0.5993750012
764	0.599351676
765	0.5993340876
766	0.5993062219
767	0.5992814897
768	0.5992643968
769	0.5992335834
770	0.5992054002
771	0.5991801042
772	0.5991520184
773	0.5991261333
774	0.5991079986
775	0.5990840733
776	0.5990547384
777	0.5990310861
778	0.5990138037
779	0.598992286
780	0.5989668872
781	0.5989459592
782	0.5989258855
783	0.5989067292
784	0.5988621461
785	0.5988388657
786	0.5988145004
787	0.5987834698
788	0.5987635286
789	0.598741714
790	0.5987194189
791	0.5986996903
792	0.5986814384
793	0.5986506536
794	0.5986299066
795	0.5985936377
796	0.5985688128
797	0.5985479703
798	0.5985284187
799	0.5985041294
800	0.5984802031
801	0.598461583
802	0.5984358471
803	0.5984063609
804	0.5983680496
805	0.5983302756
806	0.5983003201
807	0.598279215
808	0.5982626863
809	0.5982415213
810	0.5982215549
811	0.5981977625
812	0.598165868
813	0.5981448068
814	0.5981285896
815	0.5981074432
816	0.5980798688
817	0.5980524569
818	0.598028975
819	0.5980151928
820	0.5979924686
821	0.5979705494
822	0.5979535918
823	0.5979380679
824	0.5979135853
825	0.5978920435
826	0.5978681762
827	0.5978345522
828	0.5978168462
829	0.5977986951
830	0.5977788388
831	0.5977500907
832	0.5977309554
833	0.5977111428
834	0.5976969988
835	0.5976732083
836	0.5976520024
837	0.5976294826
838	0.597605573
839	0.5975851829
840	0.5975645499
841	0.5975469778
842	0.5975275238
843	0.5975060222
844	0.5974735643
845	0.5974492151
846	0.5974238235
847	0.597408781
848	0.5973859224
849	0.5973656638
850	0.5973329345
851	0.5973139291
852	0.5972922196
853	0.5972519341
854	0.5972256736
855	0.5972031744
856	0.5971859115
857	0.597162837
858	0.5971476522
859	0.5971312136
860	0.5970978697
861	0.5970771817
862	0.5970648594
863	0.5970440759
864	0.5970300808
865	0.5970103777
866	0.5969893714
867	0.5969607487
868	0.5969448965
869	0.5969199524
870	0.596898029
871	0.5968822137
872	0.5968653908
873	0.5968454224
874	0.5968266913
875	0.5968035645
876	0.5967804943
877	0.5967590482
878	0.5967452091
879	0.596721847
880	0.5967082153
881	0.5966937373
882	0.5966753358
883	0.5966462395
884	0.5966271515
885	0.5966069555
886	0.596585714
887	0.5965649227
888	0.5965429286
889	0.5965221325
890	0.5965010851
891	0.5964709415
892	0.59645433
893	0.5964334441
894	0.5964212082
895	0.596410272
896	0.5963947718
897	0.5963744636
898	0.5963542241
899	0.5963304191
900	0.5963076097
901	0.5962850426
902	0.596266975
903	0.596251619
904	0.5962293648
905	0.5962123694
906	0.5961931517
907	0.5961747305
908	0.5961603569
909	0.5961347902
910	0.5961158465
911	0.596097861
912	0.596083667
913	0.5960716246
914	0.5960545278
915	0.5960313193
916	0.5960155984
917	0.5960019374
918	0.5959847101
919	0.5959638553
920	0.5959427689
921	0.5959241259
922	0.5959119054
923	0.5958928406
924	0.5958727378
925	0.5958643849
926	0.5958414812
927	0.5958278872
928	0.5958052231
929	0.5957846892
930	0.5957699407
931	0.5957464681
932	0.5957290115
933	0.5957104401
934	0.5956857408
935	0.5956738416
936	0.5956620267
937	0.5956478581
938	0.5956326302
939	0.59560607
940	0.595590074
941	0.5955726776
942	0.595556312
943	0.5955283212
944	0.5955084026
945	0.5954878321
946	0.5954607997
947	0.5954411339
948	0.5954182276
949	0.5954063739
950	0.5953837009
951	0.5953638353
952	0.5953470741
953	0.5953311943
954	0.595312323
955	0.5952896643
956	0.5952716888
957	0.5952566448
958	0.595243746
959	0.5952282754
960	0.5952132772
961	0.5951940834
962	0.5951766782
963	0.5951628299
964	0.5951408706
965	0.5951202634
966	0.595104626
967	0.5950887613
968	0.5950733669
969	0.595053621
970	0.595044911
971	0.5950157965
972	0.5950023169
973	0.5949836663
974	0.5949682436
975	0.5949485632
976	0.5949264048
977	0.5949105967
978	0.5948959262
979	0.5948740871
980	0.5948611568
981	0.5948525048
982	0.5948316573
983	0.5948100347
984	0.5947951576
985	0.5947783982
986	0.5947648256
987	0.594743971
988	0.594730244
989	0.5947083898
990	0.594687126
991	0.5946791041
992	0.5946639742
993	0.5946454211
994	0.5946294053
995	0.5946131906
996	0.5945859828
997	0.5945641246
998	0.5945521332
999	0.5945333077
1000	0.5945157122
1001	0.5944961256
1002	0.5944732841
1003	0.5944551515
1004	0.5944408811
1005	0.5944290703
1006	0.5944104711
1007	0.5943977539
1008	0.5943809964
1009	0.5943635866
1010	0.5943510353
1011	0.5943307465
1012	0.5943110645
1013	0.5942946515
1014	0.5942742594
1015	0.5942504348
1016	0.5942338172
1017	0.5942180797
1018	0.5941992969
1019	0.5941732865
1020	0.5941547394
1021	0.5941416437
1022	0.5941275589
1023	0.5941109149
1024	0.5940971469
1025	0.5940807979
1026	0.5940694457
1027	0.5940534129
1028	0.594041627
1029	0.5940302967
1030	0.5940172867
1031	0.5940021734
1032	0.5939931315
1033	0.5939725803
1034	0.5939602282
1035	0.5939490009
1036	0.593934736
1037	0.5939168234
1038	0.593902604
1039	0.5938894116
1040	0.5938714104
1041	0.5938579505
1042	0.5938431447
1043	0.5938273508
1044	0.5938102918
1045	0.5937852883
1046	0.5937728668
1047	0.5937582665
1048	0.5937453747
1049	0.5937319489
1050	0.5937171943
1051	0.5937027493
1052	0.5936867249
1053	0.5936702616
1054	0.5936492972
1055	0.5936348472
1056	0.5936271298
1057	0.5936112741
1058	0.5935942888
1059	0.593580576
1060	0.5935664155
1061	0.5935454433
1062	0.5935176766
1063	0.5935008343
1064	0.5934884029
1065	0.5934686939
1066	0.5934514532
1067	0.5934328595
1068	0.5934123596
1069	0.5934017741
1070	0.5933876426
1071	0.5933771278
1072	0.5933615474
1073	0.5933515153
1074	0.5933395904
1075	0.5933248237
1076	0.593310273
1077	0.5932945718
1078	0.5932834736
1079	0.5932653866
1080	0.5932531171
1081	0.5932383032
1082	0.5932248023
1083	0.5932127477
1084	0.593200134
1085	0.5931806782
1086	0.5931604702
1087	0.5931476037
1088	0.5931310545
1089	0.593122601
1090	0.5931043026
1091	0.5930885826
1092	0.5930750374
1093	0.5930618826
1094	0.5930475081
1095	0.5930332034
1096	0.5930226853
1097	0.5930062517
1098	0.5929939984
1099	0.5929791981
1100	0.5929636193
1101	0.5929498255
1102	0.5929379044
1103	0.5929232688
1104	0.5929106958
1105	0.5928956581
1106	0.5928773285
1107	0.5928688963
1108	0.5928515783
1109	0.5928433951
1110	0.5928294452
1111	0.5928152551
1112	0.5928022419
1113	0.5927934115
1114	0.5927789519
1115	0.5927604115
1116	0.5927464875
1117	0.5927326612
1118	0.5927168057
1119	0.5927026851
1120	0.5926856686
1121	0.5926641503
1122	0.5926479627
1123	0.5926323384
1124	0.5926169621
1125	0.5925902046
1126	0.5925753468
1127	0.5925609714
1128	0.5925442054
1129	0.5925340947
1130	0.5925204967
1131	0.5925086577
1132	0.5924961341
1133	0.5924784765
1134	0.5924611666
1135	0.5924493365
1136	0.5924386156
1137	0.5924274832
1138	0.5924158957
1139	0.5923997158
1140	0.5923879816
1141	0.5923726724
1142	0.5923556597
1143	0.5923462852
1144	0.5923324733
1145	0.5923185257
1146	0.5923064689
1147	0.5922964709
1148	0.5922713647
1149	0.5922543639
1150	0.5922397804
1151	0.5922277764
1152	0.5922171802
1153	0.5921989149
1154	0.5921807243
1155	0.5921700611
1156	0.5921555502
1157	0.5921384479
1158	0.5921290859
1159	0.5921165316
1160	0.5921053932
1161	0.5920898026
1162	0.5920778358
1163	0.5920635924
1164	0.592042439
1165	0.5920322581
1166	0.5920186338
1167	0.5920060352
1168	0.5919948869
1169	0.5919775106
1170	0.5919673245
1171	0.5919514916
1172	0.5919378421
1173	0.5919278112
1174	0.5919146751
1175	0.5919030239
1176	0.5918943834
1177	0.5918790488
1178	0.591862928
1179	0.5918539209
1180	0.5918391479
1181	0.5918188647
1182	0.5918008691
1183	0.5917891437
1184	0.5917783659
1185	0.5917640555
1186	0.5917492791
1187	0.5917357404
1188	0.5917140645
1189	0.5917052532
1190	0.5916921781
1191	0.5916786886
1192	0.591667812
1193	0.591652461
1194	0.5916388896
1195	0.5916264859
1196	0.5916148179
1197	0.591603788
1198	0.5915883538
1199	0.5915775428
1200	0.5915609982
1201	0.5915488315
1202	0.5915337486
1203	0.5915214364
1204	0.5915137113
1205	0.5914960019
1206	0.5914844228
1207	0.5914759795
1208	0.5914646713
1209	0.5914444897
1210	0.5914282359
1211	0.5914174028
1212	0.5914058437
1213	0.5913967724
1214	0.5913875808
1215	0.5913739867
1216	0.591353475
1217	0.5913422653
1218	0.59132869
1219	0.5913217126
1220	0.5913084869
1221	0.5912977255
1222	0.5912826695
1223	0.5912686142
1224	0.5912573834
1225	0.5912457277
1226	0.5912350518
1227	0.5912242112
1228	0.5912087683
1229	0.5911971443
1230	0.5911847355
1231	0.5911744041
1232	0.5911659527
1233	0.5911607918
1234	0.591150251
1235	0.5911420163
1236	0.5911298656
1237	0.5911157363
1238	0.5911045946
1239	0.5910930343
1240	0.5910808393
1241	0.5910693766
1242	0.5910591427
1243	0.5910498269
1244	0.5910405243
1245	0.5910269588
1246	0.5910147886
1247	0.5910038366
1248	0.5909911122
1249	0.5909689674
1250	0.5909575191
1251	0.5909464542
1252	0.5909365277
1253	0.5909239839
1254	0.5909091491
1255	0.5908870913
1256	0.5908699797
1257	0.5908605128
1258	0.5908441132
1259	0.5908296606
1260	0.5908205027
1261	0.5908033382
1262	0.5907844339
1263	0.5907724861
1264	0.5907599524
1265	0.5907492623
1266	0.5907331302
1267	0.5907222671
1268	0.5907055055
1269	0.5906949574
1270	0.590679258
1271	0.590670402
1272	0.5906603987
1273	0.5906470338
1274	0.5906360512
1275	0.5906243366
1276	0.5906150998
1277	0.5905971816
1278	0.5905787997
1279	0.5905675883
1280	0.5905593068
1281	0.590547538
1282	0.590530504
1283	0.5905195471
1284	0.5905048508
1285	0.5904823709
1286	0.5904724364
1287	0.5904540201
1288	0.5904390787
1289	0.5904275083
1290	0.5904146173
1291	0.5904041219
1292	0.5903937058
1293	0.590377531
1294	0.5903526155
1295	0.5903363655
1296	0.5903245572
1297	0.5903124904
1298	0.5903021065
1299	0.5902917909
1300	0.5902825383
1301	0.590271405
1302	0.5902616941
1303	0.5902523988
1304	0.5902429066
1305	0.590230885
1306	0.5902133538
1307	0.5901993686
1308	0.590190131
1309	0.5901811579
1310	0.5901586983
1311	0.5901472424
1312	0.5901290075
1313	0.5901026952
1314	0.5900855494
1315	0.5900672256
1316	0.5900571758
1317	0.5900436396
1318	0.5900329239
1319	0.5900229792
1320	0.590010213
1321	0.5899950779
1322	0.5899869777
1323	0.5899782332
1324	0.5899650163
1325	0.5899552576
1326	0.5899438418
1327	0.589929051
1328	0.5899187023
1329	0.5899085114
1330	0.5898989024
1331	0.5898887064
1332	0.5898754338
1333	0.5898657502
1334	0.5898547772
1335	0.5898468844
1336	0.5898395001
1337	0.5898215749
1338	0.5898049963
1339	0.5897938751
1340	0.5897869539
1341	0.5897746373
1342	0.5897669701
1343	0.5897562786
1344	0.5897479467
1345	0.5897334879
1346	0.5897209329
1347	0.5897034044
1348	0.5896898942
1349	0.5896818306
1350	0.5896651582
1351	0.5896529474
1352	0.5896420299
1353	0.5896268828
1354	0.5896150599
1355	0.5896076733
1356	0.589596491
1357	0.5895797679
1358	0.5895667001
1359	0.5895542217
1360	0.5895438219
1361	0.5895308168
1362	0.5895208344
1363	0.5894984317
1364	0.5894785303
1365	0.5894625604
1366	0.5894533703
1367	0.5894418327
1368	0.5894337469
1369	0.5894211872
1370	0.5894082589
1371	0.5893973486
1372	0.5893895198
1373	0.5893819318
1374	0.5893613009
1375	0.5893490584
1376	0.5893384883
1377	0.5893286516
1378	0.5893227447
1379	0.5893077282
1380	0.5893014318
1381	0.5892918566
1382	0.5892812931
1383	0.5892694644
1384	0.5892486894
1385	0.5892352594
1386	0.5892202515
1387	0.5892036273
1388	0.5891923059
1389	0.5891793116
1390	0.5891689306
1391	0.5891635316
1392	0.5891461623
1393	0.5891344677
1394	0.5891199409
1395	0.5891066001
1396	0.5890947343
1397	0.5890862528
1398	0.5890760029
1399	0.5890634306
1400	0.5890506477
1401	0.589045225
1402	0.5890382689
1403	0.5890279508
1404	0.5890136833
1405	0.589006151
1406	0.5889955285
1407	0.5889796507
1408	0.5889706786
1409	0.588962143
1410	0.5889492783
1411	0.588943489
1412	0.5889248258
1413	0.5889108863
1414	0.5889017525
1415	0.5888873011
1416	0.5888745092
1417	0.5888659967
1418	0.5888554105
1419	0.5888337877
1420	0.5888202593
1421	0.5888101594
1422	0.5888009642
1423	0.5887911044
1424	0.5887761965
1425	0.5887667883
1426	0.5887536893
1427	0.5887460949
1428	0.5887312295
1429	0.5887246102
1430	0.5887076688
1431	0.5886984709
1432	0.588689676
1433	0.5886813058
1434	0.5886733229
1435	0.5886609355
1436	0.5886497835
1437	0.5886376432
1438	0.5886245216
1439	0.5886047585
1440	0.5885976101
1441	0.588592132
1442	0.5885847157
1443	0.5885730841
1444	0.5885617627
1445	0.5885535237
1446	0.5885311788
1447	0.5885190923
1448	0.5885098882
1449	0.5885023943
1450	0.5884936061
1451	0.5884858903
1452	0.588476465
1453	0.5884648112
1454	0.5884408674
1455	0.5884312734
1456	0.5884239265
1457	0.5884116513
1458	0.5884016698
1459	0.5883933783
1460	0.5883836484
1461	0.5883754478
1462	0.5883648519
1463	0.5883576929
1464	0.5883472019
1465	0.5883385
1466	0.5883235538
1467	0.5883137097
1468	0.5883018098
1469	0.5882897894
1470	0.5882808043
1471	0.5882705922
1472	0.5882588753
1473	0.5882464889
1474	0.5882353597
1475	0.5882256351
1476	0.5882156211
1477	0.5882053845
1478	0.5881951739
1479	0.5881815453
1480	0.5881694078
1481	0.5881565757
1482	0.5881472998
1483	0.5881394297
1484	0.5881336479
1485	0.5881258301
1486	0.5881164195
1487	0.5881072399
1488	0.5880898634
1489	0.5880807199
1490	0.5880712684
1491	0.588043613
1492	0.5880330015
1493	0.5880205865
1494	0.5880140073
1495	0.5880030775
1496	0.587993336
1497	0.5879819204
1498	0.5879738449
1499	0.5879632071
1500	0.58795403
1501	0.5879451947
1502	0.587935111
1503	0.5879293009
1504	0.5879201187
1505	0.5879134934
1506	0.5879006673
1507	0.5878922452
1508	0.5878828963
1509	0.587874098
1510	0.5878569756
1511	0.5878461266
1512	0.5878362209
